,0_deg,60_deg,90_deg,180_deg,240_deg,labels
0,0.48005475876650966,0.2685027100179545,0.23429671139289557,0.14462567060654233,0.3841271486965925,R
1,0.4865363326105761,0.1892932671108008,0.5274894759946235,0.3121224281125291,0.3463059808566461,R
2,0.4368294062384719,0.6072027080690136,0.8585382824034662,0.5921595914997978,0.7207943957150182,M
3,0.5205540136786473,0.558695636714205,0.5613773660953993,0.7731252690033943,0.5490232309451621,M
4,0.16005522981280443,0.26238860941787273,0.541521277766624,0.0839740949348148,0.35400440556828483,R
5,0.5556249689869677,0.5094224207169832,0.18861530060733633,0.05146689456534038,0.547812680412822,R
6,0.11035935263110923,0.5137294248989345,0.3283835534652439,0.424090767938063,0.17834100222388383,R
7,0.6244398864369468,0.7452335106269674,0.5309595964576952,0.8653969082831559,0.6855282630030857,M
8,0.577148159093958,0.6990082912179909,0.7282245958248685,0.46905432699000493,0.9594027233655567,M
9,0.9724556817687753,0.6900113596432293,0.8401989517361708,0.7793506453977986,0.5483733104692408,M
10,0.5113705793247055,0.49492623336041075,0.8706944508660697,0.5880805929476624,0.5959464943963694,M
11,0.5677524578747268,0.3838291069354799,0.04452765322886091,0.01481719002686997,0.5580859130603442,R
12,0.44722850732589414,0.5647142519260645,0.005235628437399635,0.5512202265923745,0.43201759499296866,R
13,0.9277909847734782,0.5927320396534226,0.41681096691419245,0.4510924703064828,0.49578517488340396,M
14,0.7567450915128814,0.6103755562634585,0.6852798193530292,0.5633651038274845,0.5334413474417873,M
15,0.01635538158949993,0.31061242033029296,0.2821052896426584,0.10051563937359045,0.20309119463546593,R
16,0.7878064203623102,0.4135205297605933,0.5894140257842788,0.4526927358674653,0.7222095862066946,M
17,0.07520691835746543,0.5401378978155542,0.476255886790977,0.41906808753691904,0.4614103831093552,R
18,0.7846076879519324,0.5201116549697251,0.5974582605184411,0.7144238871425734,0.6177784538836183,M
19,0.5325631025405194,0.13215382407953644,0.3633285461459853,0.5409947672236017,0.5426145133423004,R
20,0.507978676538815,0.47614781725755323,0.6754686511981973,0.5123543852302193,0.885943759941637,M
21,0.0932455719604293,0.4484915595677625,0.4209571050286249,0.3084639994804399,0.3222115708094455,R
22,0.8359358841116679,0.6294076368017679,0.417546511772679,0.654128615676235,0.7398179088460506,M
23,0.448826015698963,0.14708478091155955,0.4638194860394837,0.1132046352410523,0.5434412515463624,R
24,0.784083627170147,0.8783657591670256,0.816875551878919,0.7847161932778061,0.9945038972799665,M
25,0.9518461819023714,0.6322777661228709,0.6947520128849682,0.6732103572332159,0.60005836945268,M
26,0.1669132535204126,0.5289815431138077,0.29340692139633107,0.2727677338404047,0.4192989857670442,R
27,0.3314597760656638,0.558430428832261,0.4262347396820212,0.192115132929577,0.5707571650180899,R
28,0.4855283841783833,0.27349089413130684,0.1749770010524483,0.5324903388835333,0.30414859677612294,R
29,0.3872560965875012,0.35456193390015217,0.03712127862006054,0.25142724773957903,0.39468585893355435,R
30,0.5631694467403441,0.7720943922461347,0.4377736029791114,0.7952368951313412,0.7058600280338045,M
31,0.711307953516048,0.9137620792923309,0.9763964374208187,0.6800758614126048,0.7211856281811616,M
32,0.9045431812657527,0.9649394449993776,0.5476775720136635,0.543131442000798,0.5131336348721627,M
33,0.530496504739748,0.8715500116935551,0.4632181498396696,0.9490487195975352,0.46121462945401004,M
34,0.7956871987128585,0.44034223976902087,0.6499964589834911,0.7150360770122637,0.8909983376989712,M
35,0.10480985264416239,0.3797616489239797,0.1239242604423073,0.1009678643082858,0.19357381485312083,R
36,0.3289195561465564,0.0741842133812582,0.2863142310766895,0.4991538913524989,0.44620319586271706,R
37,0.4775960427497435,0.9041860341384854,0.7957576657301964,0.5179584080078029,0.9273322512856919,M
38,0.7467163911780984,0.7518516565394083,0.5436792886055395,0.8585547561280882,0.9816715947170789,M
39,0.5124945435847796,0.3816387072340431,0.17758175936334572,0.41371419172759166,0.051408949846152574,R
40,0.012752971536525227,0.3890519392007652,0.4545424584635684,0.05016304032357945,0.09531032365696641,R
41,0.5270445951435285,0.582647919006188,0.6293507137965156,0.567983651084152,0.541544332122297,M
42,0.9085307660315315,0.5629970426841656,0.7690660644259913,0.7146358979240087,0.752698189803601,M
43,0.21781060751672046,0.24230492244038215,0.1868666422740975,0.008683624018574455,0.15860833742294228,R
44,0.45849395782004415,0.7232268017432522,0.46350802803476654,0.7431894629922557,0.8418640047310155,M
45,0.42358072523572554,0.03727183539534732,0.16394484859689018,0.468655648337148,0.08913150310347105,R
46,0.11272090531716807,0.0803032897109811,0.4656593537767257,0.0191210008306683,0.4553164256321521,R
47,0.8258402308540309,0.916081334756325,0.4843792602700202,0.9343791577360296,0.4877746936509657,M
48,0.7057547706301314,0.8785833641138967,0.6278722536472536,0.798147337561842,0.5020524870696508,M
49,0.7367115173484473,0.4304158197954621,0.6180738294877935,0.5843194999539867,0.9873792177953438,M
50,0.5039580848724797,0.7388837676884108,0.8041525246078765,0.5027555360627898,0.8933344443995226,M
51,0.7891538129377172,0.740336027106306,0.7738662216224597,0.8746756870412679,0.9228609353007884,M
52,0.2697530126964315,0.5658333272986439,0.4433127873567261,0.11322937214170943,0.1004289185868221,R
53,0.7168581815567632,0.9757359086162394,0.6993903762053325,0.5263164398493583,0.49171967958694224,M
54,0.3493530199225257,0.22703607761521935,0.3545838719107356,0.11279194712772796,0.267582741517668,R
55,0.3722426083993634,0.11101330215608288,0.21009082097517784,0.49532105801533555,0.2843962734622509,R
56,0.8601080337092964,0.7374582979092987,0.6152702377438963,0.7623829597644016,0.4353741229586868,M
